sample_id,status,num_nodes,num_edges
9a8da5169a922da1a07b2e43629e328a9a37cf20,ok,512,1938
f940a55c5a5c4abb80e656189433d64cf25e83d9,ok,172,613
8160cc698e2e56cde32bf2f12408a2a6fdf57841,ok,12,34
ceeacb4c2e65a7a32d804798aa9d2794084ea0c4,ok,364,1330
cd8b6ce87cc497ece3789848640c49b521ebe2f4,ok,512,1858
d1097891da04b7749c94dc7814ae1c881acc5054,ok,297,988
b7ab667287178f99905ddbaad1aef74fdad098c7,ok,512,1818
736bd0706392bba83fcb07793366936f40267440,ok,512,1953
f9e78a49f13404c179fc8dcc1cb74f3dce070013,ok,283,1034
7925ed141f0d41bda68d5876cfeb3eb502334446,ok,411,1469
9e7c4a9799dce4db9f1e1b086de4be7e9a1d1bc4,ok,338,1225
4707fb80330806b20976e5bef605c9d77cb2d13a,ok,512,1813
b867879350e2752160da761cf7c15faf0ef9908b,ok,215,740
c28256455995f973f4b2037c5a0d27fd0f616c26,ok,370,1350
5acfc5a86cb970661680c58b3f37d949a4ec16d8,ok,86,295
ebce095d90aaba70a9c4b8710563c71f286a6c7a,ok,512,1841
20895224dce2bb3351160ea43480e87f4107d2ca,ok,490,1763
878a35e9ee2e3bfe483562459c94eff74f976746,ok,33,104
bba462218dcd814fc6df4fce1e354b2d0db9e5d7,ok,75,258
059c64e24a1a4577af0dd2d91ad6dd764757e870,ok,158,542
0b1a43c723c2c2b349d4cf5d47e00faa318b9532,ok,512,1745
fa50ffe5ee863b9c7332c44488b91a4accde1bdb,ok,512,1883
42b74ca6c7e0a14f39cd2f41375c566ae3864316,ok,512,1896
d6a2fe6c8d39fdbf58f120a673d5d0cb2c964960,ok,122,414
ef7004d59a19a18160cf009d391f5ef710bf6a74,ok,67,226
0d13cd84dd86ddec64c630eeee526b5683c35b5e,ok,108,366
e4832a7802f65f649f2a6499a6970624b8dea70d,ok,19,58
2ee859d4670ca554da90515b1ad1298822a26454,ok,288,1041
cef681d433d995aa0857cd7ad2d2121fd0b32ca3,ok,87,294
ab8e49ce87010587ce03a4d766bafe7328cd0ecc,ok,512,1844
05b71acd58f1bd126fdfc5a44c9bdb43da20cbb9,ok,44,136
3502df8555cedfbce461380d24936ec989eb3e05,ok,512,1833
2310713f02a04d57d526dda4be2fce2122232f9d,ok,280,946
ee8e69100d88cd15127aa24bc78f636cd7cd9917,ok,252,882
bacd198002ea5c2af86e5e0a43c69914629a7e14,ok,279,994
1ec9995ed8612b0da0e30e0727be60b53f5ef103,ok,512,1857
79137c82878cc8d8ddae462357091fdcb8a9c9e7,ok,236,830
6870f1b6c481bf0fa285ff2f681fd8839bb3e757,ok,512,1884
2ad1536880328fae26cfbd9faf3df76e28aa3901,ok,512,1886
2d670346d8bed7d33b6a1b2cb9433487b9123d1a,ok,121,417
3cd82fff777f9f93ff3cfd7c64596e72bd0d6f30,ok,22,66
b78365b33c4c18cdddec8ca419bb8ea8f59d4b93,ok,512,1794
006539d59d4c2e674af6ba6197b53fc985ae1f2e,ok,142,506
4a97af740016e141e3968251bdda12f718a0adc4,ok,452,1640
c5fc338f6b79887d3b22cd987eeea6337a421b07,ok,512,1718
865d69e0fc94c7cce1942f3e88499364eff349f7,ok,512,1841
41f9bb4dfdf7bdcac5f4227956a9a02bc94f372f,ok,512,1812
5df02ae1df9374337acf1e41eea097243197872c,ok,68,220
4f502fc15bb862db60e0541c9ae53ac77a9ddf92,ok,280,988
5d0b6b7aa28a6878896d419211608f78066dfebc,ok,63,202
cf3be33003b30d489ea42b80b9b0e1db633898a6,ok,80,266
ca22f9c9d93b2024fe2b3d16d2b06b47e2d9d597,ok,25,80
5048deb699261d70b6ca4f7e4e9c0e163d8e40e5,ok,512,1831
33dbfeb1664d7fb6ff66d6323edd49f71ace21a5,ok,512,1898
e6b1c3ddf8a1d11678d889578e2eb8517866e8e8,ok,512,1848
141c5ede05660da0736657fb9c40689406ec2a30,ok,512,1861
174d231caa0e1c6c52ae1ff18c98a08e55f70b03,ok,57,194
00a82936475203e7a1d46cb4478621f84810487a,ok,280,976
0e846e7f00a610bf89768fecf20a3d102ee0d367,ok,512,1858
702fb9a3fc468456446d01d1432d4494891f28f9,ok,209,721
dc0bc11c3e0ad9102eb9e20816ff186d3087dba2,ok,16,48
5b7a7dae9eb84d4f4431d06d75e47378866e0748,ok,512,1912
5b3aa995ea30cb3bfec08d251d33c9b99a300edb,ok,137,468
5f6c5300a1fc805c7e0faf981b1c3cd36ee39ef7,ok,512,1848
6c65a48db10f84ccb6b88c4b383980a730b88e0d,ok,351,1214
b40ae9e31527e174df018688ddbca4b1fc93fc3a,ok,222,804
3375c4e56674a9076f48a3e5ac563a43879e1384,ok,512,1790
63668d533eca102056742fa9bcdffa15c30fea54,ok,16,50
29dae57af3561e32c03741b07e1ef00da9dd7095,ok,39,124
a3a83407418869e7cb4ec4256b3c68a8a7f933d5,ok,137,472
1fcd1f01738854200a69ba3e1d716ec6fe1bc6bd,ok,417,1481
4dbe312be7ceedcb45f52ed27b28f8e5e8e8ef44,ok,512,1781
a9fe05f4342e101028ef8c75cad910ce42a903ec,ok,512,1828
0546f1bc3f485fab88e84b0dbe64f44b4ea226f4,ok,308,1065
d746ce91aec64402205b2026c83fea7c211ea71b,ok,80,278
03076bc3d2e351f104786d6cc8d0cfeca93e8872,ok,186,663
7d9e6e3dd6281eba0f2de881f10720bb7310507d,ok,512,1876
768c6af32ead8872d274c4bae6ee3949ed201d05,ok,31,96
fc2194b85be787b3d2afe92ba405e3172097a6e6,ok,512,1877
d43268f21a92e0f4f10c07e7c78e609aabb23147,ok,512,1870
8a8c0e0c8b629ffa68c65f146594d653b4af4f47,ok,512,1824
73501dfaa74a7e22dc5965fa3e532c1710292cd9,ok,512,1733
bf9bcbc5e72e0fe26771b58cce6dcd280c5d9e56,ok,512,1750
c4b2e48a76e1ad39c22df83371f6d7d67b8b5b36,ok,55,180
98da29a503c613c171bb8b46f60133ee4cd767cc,ok,245,852
3b4a5fede9440cd568bc58dd9f9d435c39b64e5e,ok,512,1795
194f50aed3831a7733e7e73a484a790527bb652d,ok,512,1830
d1daed25aad74f4280ec65070f2d5fc3e1402c1d,ok,34,106
077f50ea0a51d4f174b8e77b597beec6fa194962,ok,320,1130
c3e04b8c38e28fbc53f5490fd4d2e0d4ebfffd0f,ok,512,1788
